x,y,z
280.1918029785156,208.50515747070312,191.16015625
280.1918029785156,208.50515747070312,191.16015625
280.1918029785156,208.50515747070312,191.16015625
280.1918029785156,208.50515747070312,191.16015625
280.1918029785156,208.50515747070312,191.16014099121094
280.1918029785156,208.50515747070312,191.16014099121094
280.1918029785156,208.50515747070312,191.16014099121094
280.1918029785156,208.50515747070312,191.16014099121094
280.1918029785156,208.50515747070312,191.16014099121094
280.1918029785156,208.50515747070312,191.16014099121094
280.1918029785156,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16014099121094
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917724609375,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.16012573242188
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.1917419433594,208.50515747070312,191.1601104736328
280.19171142578125,208.50515747070312,191.1601104736328
280.19171142578125,208.50515747070312,191.1601104736328
280.19171142578125,208.50515747070312,191.1601104736328
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.16009521484375
280.19171142578125,208.50515747070312,191.1600799560547
280.19171142578125,208.50515747070312,191.1600799560547
280.19171142578125,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.1600799560547
280.1916809082031,208.50515747070312,191.16006469726562
280.1916809082031,208.50515747070312,191.16006469726562
280.1916809082031,208.50515747070312,191.16006469726562
280.1916809082031,208.50515747070312,191.16006469726562
280.1916809082031,208.50515747070312,191.16006469726562
280.1916809082031,208.50515747070312,191.16006469726562
280.1916809082031,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16006469726562
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.191650390625,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.16004943847656
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.1916198730469,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.1600341796875
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.19158935546875,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16001892089844
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915588378906,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.16000366210938
280.1915283203125,208.50515747070312,191.1599884033203
280.1915283203125,208.50515747070312,191.1599884033203
280.1915283203125,208.50515747070312,191.1599884033203
280.1915283203125,208.50515747070312,191.1599884033203
