0.0,0.0,0.0,0,9891
0.0,0.0,0.0,0,9912
0.0,0.0,0.0,0,9933
0.0,0.0,0.0,0,9951
0.0,0.0,0.0,0,9969
0.0,0.0,0.0,0,9990
0.0,0.0,0.0,0,10011
0.0,0.0,0.0,0,10029
0.0,0.0,0.0,0,10050
0.0,0.0,0.0,0,10068
0.0,0.0,0.0,0,10086
0.0,0.0,0.0,0,10107
0.0,0.0,0.0,0,10125
0.0,0.0,0.0,0,10146
0.0,0.0,0.0,0,10164
0.0,0.0,0.0,0,10185
0.0,0.0,0.0,0,10206
0.0,0.0,0.0,0,10224
0.0,0.0,0.0,0,10245
0.0,0.0,0.0,0,10263
0.0,0.0,0.0,0,10284
0.0,0.0,0.0,0,10302
0.0,0.0,0.0,0,10323
0.0,0.0,0.0,0,10341
0.0,0.0,0.0,0,10362
0.0,0.0,0.0,0,10383
0.0,0.0,0.0,0,10401
0.0,0.0,0.0,0,10422
0.0,0.0,0.0,0,10440
0.0,0.0,0.0,0,10461
0.0,0.0,0.0,0,10479
0.0,0.0,0.0,0,10500
0.0,0.0,0.0,0,10518
0.0,0.0,0.0,0,10539
0.0,0.0,0.0,0,10557
0.0,0.0,0.0,0,10578
0.0,0.0,0.0,0,10596
0.0,0.0,0.0,0,10617
0.0,0.0,0.0,0,10635
0.0,0.0,0.0,0,10656
0.0,0.0,0.0,0,10674
0.0,0.0,0.0,0,10695
0.0,0.0,0.0,0,10713
0.0,0.0,0.0,0,10734
0.0,0.0,0.0,0,10752
0.0,0.0,0.0,0,10773
0.0,0.0,0.0,0,10791
0.0,0.0,0.0,0,10809
0.0,0.0,0.0,0,10830
0.0,0.0,0.0,0,10851
0.0,0.0,0.0,0,10869
0.0,0.0,0.0,0,10887
0.0,0.0,0.0,0,10908
0.0,0.0,0.0,0,10926
0.0,0.0,0.0,0,10947
0.0,0.0,0.0,0,10965
0.07200000435113907,0.0,0.0,0,10998
0.1080000102519989,0.0,0.0,0,11007
0.17999999225139618,0.0,0.0,0,11025
0.25199997425079346,0.0,0.0,0,11043
0.3359999358654022,0.0,0.0,0,11064
0.4079999029636383,0.0,0.0,0,11082
0.49199986457824707,0.0,0.0,0,11103
0.5640000104904175,0.0,0.0,0,11121
0.648000180721283,0.0,0.0,0,11142
0.7200003266334534,0.0,0.0,0,11160
0.8040004968643188,0.0,0.0,0,11181
0.8760006427764893,0.0,0.0,0,11199
0.9600008130073547,0.0,0.0,0,11220
1.0,0.0,0.0,0,11238
1.0,0.0,0.0,0,11259
1.0,0.0,0.0,0,11280
1.0,0.0,0.0,0,11298
1.0,0.0,0.0,0,11319
1.0,0.0,0.0,0,11337
1.0,0.0,0.0,0,11358
1.0,0.0,0.0,0,11379
1.0,0.0,0.0,0,11397
1.0,0.0,0.0,0,11418
1.0,0.0,0.0,0,11439
1.0,0.0,0.0,0,11457
1.0,0.0,0.0,0,11475
1.0,0.0,0.0,0,11496
1.0,0.0,0.0,0,11517
1.0,0.0,0.0,0,11535
0.0,0.0,0.0,0,11556
0.0,0.0,0.0,0,11574
0.0,0.0,0.0,0,11595
0.0,0.0,0.0,0,11613
0.0,0.0,0.0,0,11634
0.0,0.0,0.0,0,11655
0.0,0.0,0.0,0,11673
0.0,0.0,0.0,0,11694
0.0,0.0,0.0,0,11712
0.0,0.0,0.0,0,11733
0.0,0.0,0.0,0,11751
0.0,0.0,0.0,0,11769
0.0,0.0,0.0,0,11790
0.0,0.0,0.0,0,11811
0.0,0.0,0.0,0,11829
0.0,0.0,0.0,0,11850
0.6499999761581421,0.0,0.0,0,11868
