point,width,curvature,angle,x,y,apps,brake,steering_position
1235,5,5.8310738389492e-05,3.14462012037082,411.415424394057,82.719660287904,6.52154140452308,-0,0.0842852529332062
1240,5,5.84589060780858e-05,3.14491204448199,416.41462958346,82.6305126042036,6.22003859563067,-0,0.0834926268840841
1245,5,5.92331601743878e-05,3.14520627464762,421.413860406186,82.5428143629365,6.06676634799211,-0,0.0836408195903223
1250,5,6.24451824297037e-05,3.14551047050413,426.4131188567,82.4567055566103,6.08737151237031,-0,0.0851841925756812
1255,5,6.85574962110863e-05,3.14583797720073,431.412403996988,82.3721602673362,6.27669665210427,-0,0.0884391327549851
1260,5,7.72414636342543e-05,3.14620247460035,436.411715633344,82.2891969044607,6.60131310230031,-0,0.0929931230055144
1265,5,8.82484727715292e-05,3.14661619944136,441.411057307336,82.2080642965465,7.0740085188584,-0,0.0988407085678974
1270,5,0.000101129585140317,3.14708964458614,446.410434572253,82.1291562870486,7.67682934313995,-0,0.10581742308672
1275,5,0.000114639821388523,3.14762906810246,451.409852013015,82.0528369452362,8.33411698777216,-0,0.113215007120291
1280,5,0.000127153382938491,3.14823355111328,456.409313425617,81.9794556178356,9.04452258378471,-0,0.120427688221321
1285,5,0.000137542582772772,3.14889529102756,461.408819548306,81.9091875445768,9.77432008472055,-0,0.125953651994133
1290,5,0.00014372483906437,3.14959845958215,466.408372768389,81.8423550036678,16.8574691948609,-0,0.130754933248214
1295,5,0.000102376590030354,3.15021371315489,471.407974702649,81.7792740774652,17.5414436817756,-0,0.121327909923353
1300,5,-1.14686928467246e-05,3.15044098289785,476.407625011378,81.7201526121595,18.1429709415504,-0,0.080053154702445
1305,5,-8.49635630657603e-05,3.15019990225807,481.407322012938,81.6651205356234,18.6575209439878,-0,0.0437114386995157
1310,5,0.00022764460872635,3.15055660487222,486.407064677289,81.6144107269267,19.0864755066087,-0,0.140332362587119
1315,5,0.00135452265729903,3.15451202303728,491.406855949785,81.5687542926186,19.2415154809771,-0,0.576056845287352
1320,5,0.003380368126443,3.16634924999664,496.406714736569,81.5314949554995,19.0469306916587,-0,1.40390413973302
1325,5,0.00612868260182117,3.1901218768173,501.406564018286,81.5552860654858,18.5957901496755,-0,2.7123802487419
1330,5,0.00943423804514541,3.22902917843471,506.403632439755,81.715587483465,17.8788653771429,-0,4.01785874393932
1335,5,0.0128748453531074,3.28480188693035,511.384640551501,82.1432494353205,9.31689585927327,-0,6.57060704846733
1340,5,0.0157767681887724,3.35643092078505,516.327033895938,82.8921193737656,7.96790281364918,-0,7.82782066268827
1345,5,0.01762538489666,3.43993630349863,521.197354051764,84.0171202228458,4.66592939060703,-0,8.63434723152704
1350,5,0.018238524777208,3.5295960776833,525.944511604127,85.5806664748301,3.56402240059735,-0,8.98874505084074
1355,5,0.0176928149892672,3.61942442709949,530.513862351748,87.6058294802947,2.81861583363869,-0,8.89773050446456
1360,5,0.0163281550802028,3.70447685227316,534.882026502901,90.0355552380521,2.02925013143331,-0,8.34717030278026
1365,5,0.0150445297832146,3.7829085644317,539.028575424887,92.8272714182332,2.14771799237977,-0,7.67118973992257
1370,5,0.0149994219950323,3.85801844387732,542.967398241134,95.905610231112,2.97680502143552,-0,7.43895500356228
1375,5,0.0164298150178003,3.9365915364094,546.694511988737,99.2372170555333,3.36571357877686,-0,7.7834481989961
1380,5,0.0180248133558401,4.0227281073435,550.185240632715,102.815219957647,3.83296349877611,-0,8.24096679195774
1385,5,0.0185420506566652,4.11414526737477,553.326103259613,106.702755547531,4.51165799749017,-0,8.20306026764984
1390,5,0.0181723727282242,4.20593132583699,556.024664266724,110.908754523323,7.31190258525714,-0,7.74001687663843
1395,5,0.0176317403287072,4.29544160847932,558.224354022777,115.395779737276,8.31185425616209,-0,7.19547294429949
1400,5,0.0173259601590926,4.38283585969882,560.076682274853,120.039736819455,9.31105205198304,-0,6.81564346699421
1405,5,0.0173146011643249,4.46943726300736,561.681692808109,124.77387018791,10.199996697333,-0,6.52073336895328
1410,5,0.017624861174865,4.55678591885534,562.87166969431,129.62790611602,17.4850009764632,-0,6.40534673540831
1415,5,0.0181196212115032,4.64614712482126,563.531572254836,134.58166553244,17.7397717938066,-0,6.38147378043665
1420,5,0.0179139946724111,4.73623116453104,563.659187499573,139.577787628776,17.8391562387045,-0,6.19183301025408
1425,5,0.0167456323614733,4.82288023211575,563.364655181553,144.568218566019,17.9752272605218,-0,5.61244381856716
1430,5,0.0156759201092388,4.90393411329253,562.737531299611,149.527577414072,18.0512026428763,-0,5.11050906505503
1435,5,0.0155543208412866,4.98200971566885,561.72237876099,154.422045189769,17.9215450362935,-0,4.97832678785856
1440,5,0.0162080858995818,5.06141573252102,560.314390645727,159.218270121347,17.4908877562624,-0,5.22747730876596
1445,5,0.016504471872413,5.14319712695101,558.51897518267,163.883300854952,16.9682165690831,-0,5.44459643359284
1450,5,0.0156367035952748,5.22355006562023,556.346324860964,168.385048992667,16.4846975726729,-0,5.19479980420755
1455,5,0.0142314896013277,5.29822054861173,553.816731515014,172.696373286607,16.1702581579017,-0,4.78423644589299
1460,5,0.01315307813852,5.36668196796135,550.946873659211,176.789076958805,15.9148970673195,-0,4.56255490801026
1465,5,0.0126397354685488,5.43116400197902,547.815473007106,180.686482783271,15.5884800016204,-0,4.61180481814938
1470,5,0.0127779435084123,5.49470819942143,544.514531227278,184.441359690128,15.1727409663783,-0,4.88511349482337
1475,5,0.0137034403680916,5.56091165911269,540.99234609389,187.988586468739,9.55051411061746,-0,5.55562022044853
1480,5,0.0150406506808396,5.63277188673501,537.207714788609,191.254128786531,8.91395303950907,-0,6.4472794336574
1485,5,0.0157034933552229,5.70963224682517,533.181762113976,194.217164312046,8.31536006891275,-0,7.08906584988151
1490,5,0.0152026331409509,5.7868975630656,528.937369178208,196.857563794367,7.89934811846055,-0,7.20107066955131
1495,5,0.0140638022950095,5.8600636516555,524.491487896097,199.142284854256,7.7337952544329,-0,7.06438507759115
1500,5,0.0124995941062761,5.92647214265872,519.889395588077,201.095028049806,7.8306499493754,-0,6.83657364000826
1505,5,0.0104968702517109,5.98396330355369,515.187145867413,202.793008442188,8.22424364521545,-0,6.46452447825764
1510,5,0.00855619228943042,6.03159595990654,510.401925224002,204.240718562986,8.84592923334994,-0,4.03875903839587
1515,5,0.00709352819819089,6.07072026112559,505.549150005803,205.443163757822,9.56461381292826,-0,3.56614895922935
1520,5,0.00600890495049177,6.1034763439973,500.660915787827,206.494123782871,15.0813553854182,-0,3.26097251600561
1525,5,0.0051022708154328,6.13125428341211,495.752180880503,207.444181229084,15.8043489154141,-0,3.02151898547793
1530,5,0.00447982245308579,6.15520951658341,490.816531976931,208.24278684775,16.396017835068,-0,2.06990071875206
1535,5,0.0041278695674818,6.17672874663483,485.863549548034,208.926168958776,16.8295914574178,-0,1.96665671007845
1540,5,0.00371312739210926,6.1963312390338,480.896846622947,209.501454522878,17.1353039954176,-0,1.85648203116473
1545,5,0.00326698591329461,6.21378152229731,475.920394269388,209.985558576659,17.3266883884478,-0,1.69352703886141
1550,5,0.00306216344934474,6.22960439570391,470.93721713147,210.394877979367,17.3699928997433,-0,1.6217692991031
1555,5,0.0030457532996959,6.24487418757651,465.948927024194,210.736334296553,17.2476803722652,-0,1.65554755946004
1560,5,0.00295723344556092,6.25988165443966,460.956415216095,211.008960848938,17.0292824121473,-0,1.65782797824213
1565,5,0.00254637600245048,6.27364067805968,455.959918831139,211.194553770301,16.8002756934066,-0,1.53254119806999
1570,5,0.00175050647185739,6.28438288424545,450.961282920026,211.309903736376,16.5718010108392,-0,0.901135484754292
1575,5,0.000769911264653906,6.29068392858673,445.961584605281,211.362434265152,16.4339651656191,-0,0.41610433916124
1580,5,-5.87421401246904e-05,6.29246185139805,440.96169222632,211.394925155375,16.3274005832422,-0,0.0502026466465
1585,5,-0.000516548526426626,6.29102362473168,435.96203367031,211.452735174961,15.9653129206798,-0,-0.125855519217003
1590,5,-0.000592136510403374,6.2882519121396,430.962786333657,211.539131381754,15.5320957150854,-0,-0.153922682764712
1595,5,-0.000232328631678518,6.2861907492844,425.963814980902,211.640541683856,15.0872683281122,-0,-0.0300758769832328
1600,5,0.000520067376799838,6.2869100961472,420.964672186529,211.733045174345,14.5717980335581,-0,0.291710937283309
1605,5,0.00125515132308007,6.2913481428969,415.965311594873,211.812929587335,13.9047932960542,-0,0.685745788540241
1610,5,0.00155787418914311,6.29838070667746,410.965771784664,211.88065678087,13.3073021565713,-0,0.806334009795363
1615,5,0.00136904999342305,6.30569801713387,405.965918955796,211.914047734583,9.05784981755628,-0,0.717542472367004
1620,5,0.000839685977221279,6.31121985706048,400.966176970564,211.868347561407,8.79327373278054,-0,0.429634746548884
1625,5,0.000151500467858213,6.31369782317318,395.966885561379,211.784216471707,8.67366306963293,-0,0.142759554909784
1630,5,-0.000484986038537671,6.31286410924649,390.967278916836,211.722242594697,8.49907729957043,-0,-0.116667432389207
1635,5,-0.000824835922857246,6.309589554343,385.967371324023,211.69333772961,8.31472032863427,-0,-0.240044865993532
1640,5,-0.000750794041172546,6.30565047943292,380.96737673826,211.694783042817,8.22546631495597,-0,-0.228791180809251
1645,5,-0.00044407372525131,6.30266331001686,375.967393898485,211.707850113559,8.24148070547481,-0,-0.101369474888082
1650,5,-0.000149395792483331,6.30117963622253,370.967397956311,211.71373405695,8.33949012368697,-0,0.0184802567611021
1655,5,1.90219864837824e-05,6.30085370170753,365.967406528101,211.721904554987,8.48107985909181,-0,0.0849226035704557
1660,5,-5.70741212023937e-07,6.30089982982071,360.967471284391,211.74708703759,8.64608382175828,-0,0.0828681056783482
1665,5,-0.000117213770658931,6.30060536854103,355.967534437425,211.77205615193,8.80396207359837,-0,0.0301824166135554
1670,5,-0.000160948748429593,6.29990996224331,350.967554173109,211.785723109339,11.741644383702,-0,0.00568538652494254
1675,5,-0.000146367578505104,6.29914167142597,345.967563667932,211.795251167679,11.7564099095866,-0,0.0199616725507672
1680,5,-0.000130598777282917,6.2984492555365,340.96763889816,211.821773092588,11.7729157440753,-0,0.0272215718171093
1685,5,-1.66363533615563e-05,6.29808116770989,335.967820117287,211.864315096623,11.7592226680233,-0,0.0613188223180181
1690,5,0.000256531505692093,6.29868090559072,330.967958342629,211.901349838569,11.6288063677653,-0,0.169679334614837
1695,5,0.000503196766898642,6.30058022627219,325.968024883646,211.926945667963,11.461855461702,-0,0.285705953496822
1700,5,0.000438288034037434,6.30293393827453,320.968046653754,211.941273102632,11.331361562131,-0,0.272261498166937
1705,5,8.26709425362342e-05,6.30423633571597,315.968048539364,211.941699790197,11.216802432728,-0,0.119770743841865
1710,5,-0.000255380659089117,6.30380456142459,310.968069552849,211.927617953699,10.9953116889398,-0,-0.0280175026689248
1715,5,-0.000380801949246259,6.30221410490375,305.968086030545,211.915824548013,10.7066963103905,-0,-0.0781937268681898
1720,5,-0.000315576506035875,6.30047315876554,300.968125188871,211.9324959104,10.4065937697753,-0,-0.0488488539809869
1725,5,1.52499939542613e-06,6.29968802999894,295.968327171632,211.977313262289,10.106394771541,-0,0.0640633054084863
1730,5,0.000326419152176135,6.30050789037787,290.968454353467,212.012573250326,9.69888735989406,-0,0.210938984334756
1735,5,0.000542469402379388,6.30268011176426,285.968484070753,212.028939798113,9.25735040335015,-0,0.290566946186511
1740,5,0.000533039200078317,6.3053688832704,280.968488939738,212.02529485615,8.86933975019496,-0,0.292933590571188
